,name,address,review_count,rating,price,categories,latitude_yelp,longitude_yelp,yelp_id,hours,program_name,facility_address,facility_city,latitude,longitude
726,H Mart - Arcadia,,340,3,$$,"Grocery, Seafood Markets, Food Court",34.13160236,-118.0657359,BS7QS0JXfpfVGm5lEWzNvA,,H MART - MAIN MARKET,1101 W HUNTINGTON DR,ARCADIA,,
727,Le Balcon Bakery,,57,4,$,Bakeries,34.09762,-118.34993,hU-xW06DquClW4GHc0y67A,,LE BALCON BAKERY,7300 W SUNSET BLVD STE H,LOS ANGELES,,
728,,,,,,,,,,,RUBI'S CAFE,109 SANTA MONICA BLVD,SANTA MONICA,,
729,,,,,,,,,,,A& Z HERBS N MART,1367 HACIENDA BLVD,LA PUENTE,,
730,,,,,,,,,,,DISCIPLINA SALUDABLE CLUB,1428 HUNTINGTON DR # A,DUARTE,,
731,Nothing Bundt Cakes,,225,4.5,$$,"Desserts, Bakeries, Cupcakes",34.4128854,-118.5588077,Xhakf-iK0tXbt5SJRkM2mQ,,NOTHING BUNDT CAKES,24278 VALENCIA BLVD,VALENCIA,,
732,Starbucks,,65,2.5,$$,Coffee & Tea,33.736273,-118.291937,kTmUhMGH-Bz4G9UAGrLcUA,,STARBUCKS COFFEE #28906,682 W 9TH ST,SAN PEDRO,,
733,Papa John's Pizza,,81,2,$,Pizza,34.379399,-118.537127,5ghzlLC2P4m1t8eQOvFZNA,,PAPA JOHN'S PIZZA #1870,23120 LYONS AVE # 1,NEWHALL,,
734,Sabor de Mexico,,40,4.5,,Mexican,34.02024166,-117.9534872,WNGd9e81WsWFUHazo8TPcw,,SABOR DE MEXICO RESTAURANT,15811 MAIN ST,LA PUENTE,,
735,Reyna's Pupuseria,,8,4,,Salvadoran,33.98728,-118.30041,Nn2kDQCHyxoezu4VMctJVg,,REYNAS PUPUSERIA #3,5901 S NORMANDIE AVE,LOS ANGELES,,
736,El Mercadito Boots,,2,5,$$,Horse Equipment Shops,34.03731,-118.1937,Zr-dvJmJc6lGiBaDpnKqkw,,EL MERCADITO - GENERAL STORE,3425 E 1ST ST #003 -005,LOS ANGELES,,
737,Bionicos Daisys,,111,4,$,Juice Bars & Smoothies,34.04656,-118.2818,CXqGwT6EZ4rkOKCWJIcytw,,BIONICOS DAISY'S,2010 W PICO BLVD UNIT 5,LOS ANGELES,,
738,,,,,,,,,,,"WESTERN REFINING RETAIL, LLC STORE #68556",5657 W SUNSET BLVD,LOS ANGELES,,
739,Temaki,,132,4,$$,"Japanese, Sushi Bars",33.99502,-117.899575,QlLlzugxhP5QSbgy6boO1A,,TEMAKI,18558 GALE AVE # 100,INDUSTRY,,
740,CoCo Fresh Tea & Juice,,87,3,$,"Bubble Tea, Coffee & Tea, Taiwanese",34.06309,-118.29754,VXXls6T0zDxwUJJseUL6qA,,COCO FRESH TEA AND JUICE,3470 W 6TH ST # 2B,LOS ANGELES,,
741,,,,,,,,,,,GREEN DOOR,295 S ROBERTSON BLVD,BEVERLY HILLS,,
742,Viale Dei Romani,,135,4,$$$,"Italian, Mediterranean",34.0818212,-118.3865051,2h9rr_gTMnWOZ2yB4T7HHA,,VIALE DEL ROMANI - RESTAURANT & BAR,627 N LA PEER DR,WEST HOLLYWOOD,,
743,Geisha Japanese Restaurant,,90,4.5,$$$,"Sushi Bars, Izakaya",34.06068,-118.30621,kocns-nuaLILWrJsCRhd_Q,,GEISHA,3680 WILSHIRE BLVD STE 201,LOS ANGELES,,
744,Circle K,,2,1,,"Convenience Stores, Gas Stations",34.22041,-118.53644,ANdGs1ZJ4i8ewm9mFHiypg,,CIRCLE K MARKET/ GSE 8247 RESEDA,8247 RESEDA BLVD,RESEDA,,
745,La Michoacana Ice Cream Parlor,,98,3.5,$$,Ice Cream & Frozen Yogurt,34.2999062,-118.4400054,0xtJkMKWqEswVXTGNSBaDQ,,LA MICHOACANA PLUS ICE CREAM PARLOR CORP,12645 GLENOAKS BLVD,SYLMAR,,
746,Tatum Lounge,,1,5,,Coffee & Tea,34.3929413,-118.567839,b0YmpVtLrtTImt0AlGQHWQ,,TATUM SNACK BAR,24700 MCBEAN PKWY,VALENCIA,,
747,,,,,,,,,,,MAIKO,939 S WESTERN AVE,LOS ANGELES,,
748,Pollo Campero,,126,3,$,Latin American,34.049678,-118.274584,snHLFgLHPyt_m4ac-evWPA,,POLLO CAMPERO,1605 OLYMPIC BLVD,LOS ANGELES,,
749,Shancheng Lameizi- Rowland Heights,,279,3.5,$$,"Szechuan, Hot Pot",33.9958159,-117.8900029,wypiANdXPIuO-wD0reKKGw,,SHANCHENG LAMEIZI HOT POT,18932 GALE AVE,ROWLAND HEIGHTS,,
750,,,,,,,,,,,SEVENTH-DAY ADVENTIST CHURCH,1135 W MARTIN LUTHER KING DR,LOS ANGELES,,
751,The Flame Broiler,,84,3,$,"Fast Food, Chicken Shop, Health Markets",34.1155441,-117.8728639,4gX_Ow8aNB1e3YRROhkGfQ,,THE FLAME BROILER GLENDORA,1311 S GRAND AVE # 140,GLENDORA,,
752,Kimpton Hotel Wilshire,,206,3.5,$$$,"Hotels, Venues & Event Spaces",34.06389,-118.36596,3EJAnk6bvNFevchAfr6VFw,,THE ROOF ON WILSHIRE,6317 WILSHIRE BLVD,LOS ANGELES,,
753,Jenny Craig Weight Loss Centers,,2,3,,Weight Loss Centers,34.07301576,-118.3756776,xUh5swgkxIBjci7J3JAckA,,JENNY CRAIG # 123,8474 W 3RD ST STE 101,LOS ANGELES,,
754,Dan's Deli,,71,3.5,$,"Delis, Sandwiches",34.052547,-118.251615,ZcYwliw0vBrkitP90NBALw,,DAN'S DELI,300 S GRAND AVE #LP -370,LOS ANGELES,,
755,Hong Kong Express 2,,16,4,$,Chinese,34.03959,-118.3091249,ISy9aIQaPalGZ3nHwwbl8A,,HONG KONG EXPRESS,1905 S WESTERN AVE STE 1,LOS ANGELES,,
756,Lieder's on La Brea,,1,5,,"Kosher, Delis",34.074389,-118.3441849,SQ16vfQ8IK3t44YZ7I7CoQ,,LIEDER'S,129 N LA BREA AVE,LOS ANGELES,,
757,Takatis,,495,4,$$,Peruvian,34.18821208,-118.4484849,rO4NnZQQ7_LjC9jGjAWwNQ,,"TAKATIS, INC",6470 VAN NUYS BLVD # A-B,VAN NUYS,,
758,Pollo Campero,,109,2.5,$,Latin American,34.1983634,-118.6058051,KHk8p6xchMgSJjPxokQrSg,,POLLO CAMPERO,7044 TOPANGA CANYON BLVD,CANOGA PARK,,
759,Juice Bar El Antojito,,33,3,$,"Juice Bars & Smoothies, Ice Cream & Frozen Yogurt",33.9043587,-118.194371,mffKHHcyBFq1WBLCQMm0PQ,,JUICE BAR EL ANTOJITO,12919 ATLANTIC AVE,COMPTON,,
760,Okii Okii Tea,,12,3,$,"Bubble Tea, Juice Bars & Smoothies",34.131631,-118.065719,gbV4mx2Q_KemgJ17-H8rNQ,,OKII OKII TEA,1101 W HUNTINGTON DR # 2A,ARCADIA,,
761,,,,,,,,,,,THE HARVEST BAR 2,8601 LINCOLN BLVD STE 190,LOS ANGELES,,
762,San Dimas Wine Shop & Tasting Room,,81,4.5,$$,"Beer, Wine & Spirits, Wine Tasting Room",34.10699,-117.81029,wXps6c1vd4iu__NO3fV3Rg,,SAN DIMAS WINE SHOP & TASTING ROOM,225 BONITA AVE,SAN DIMAS,,
763,,,,,,,,,,,LUISA AND SON,12547 ALONDRA BLVD,NORWALK,,
764,,,,,,,,,,,SUNNY CAFETERIA,1240 S MAIN ST STE 404,LOS ANGELES,,
765,Fu Sing,,186,4,$,Chinese,33.8726651,-118.3174735,mQKoHC10vwj74ErX9EgqRA,,FU SING RESTAURANT,2140 ARTESIA BLVD UNIT G,TORRANCE,,
766,El Mexicano Market,,3,3.5,,Grocery,33.88845,-118.20182,uPXKuYAR_RdVkVj8vZXcpQ,,EL MEXICANO MARKET - MEAT DEPARTMENT,1900 E ALONDRA BLVD,COMPTON,,
767,,,,,,,,,,,CHELY'S SNACK SHOP,7355 LANKERSHIM BLVD # 59,NORTH HOLLYWOOD,,
768,Rose Donuts And Ice Cream,,24,4,$,"Donuts, Ice Cream & Frozen Yogurt, Coffee & Tea",33.9757445,-118.357791,a4hL7yJs6tD8XSqlGf6Lag,,ROSE DONUTS AND ICE-CREAM,917 N LA BREA AVE,INGLEWOOD,,
769,Jose's the Juice Bar Mex Grill,,20,4.5,$,"Mexican, Juice Bars & Smoothies",33.96940643,-118.3557437,XF4-cSrbsKao_dyQHh8S-Q,,JOSE'S THE JUICE BAR & MEXICAN GRILL,510 N LA BREA AVE,INGLEWOOD,,
770,La Michoacana Ice Cream & Fruit,,18,3.5,$,Desserts,33.89546543,-118.1934975,opsSm0ZNGyzmjSJbTyuUAA,,LA MICHOACANA ICE CREAM & FRUIT,15207 S ATLANTIC AVE,COMPTON,,
771,Big 8 Kitchen,,22,3,,"Chinese, Buffets",34.10226621,-118.308654,_R0SxGvm6nvCxyyQpLGjuw,,BIG 8,5445 HOLLYWOOD BLVD STE A,LOS ANGELES,,
772,Chipotle Mexican Grill,,44,2,$$,"Mexican, Fast Food",34.0543205,-118.2632069,M14UWM9ClK8NfJgOBr0rlg,,CHIPOTLE MEXICAN GRILL #3119,1122 W 6TH ST # 101,LOS ANGELES,,
773,Chicago For Ribs,,93,4,$$,American (Traditional),33.8188,-118.38666,JXXRwPaQBuIkET3Mi6tMXA,,CHICAGO FOR RIBS- REDONDO BEACH,228 AVE I,REDONDO BEACH,,
774,Simba Acai,,24,3,$,"Juice Bars & Smoothies, Acai Bowls, Bubble Tea",34.41561,-118.5573,uMwgfwX_10aHxa0_VqHpQA,,SIMBA ACAI,24201 VALENCIA BLVD # 9204,VALENCIA,,
775,Melody,,204,4,$$,"American (New), Wine Bars",34.08477,-118.28715,jJhbNZqBLbLK4IRVuoIgyg,,MELODY,751 N VIRGIL AVE,LOS ANGELES,,
776,85°C Bakery Cafe,,100,3.5,$,"Coffee & Tea, Bakeries, Patisserie/Cake Shop",34.12884497,-117.8836957,1eBxaGCy9Ck6oXOWzw97AA,,85C BAKERY CAFE,1119 E ALOSTA AVE,AZUSA,,
777,Dunkin',,82,3,$,"Coffee & Tea, Donuts",33.77890756,-118.2791053,Zz_QnBpTCwzl-FmS33ixtQ,,DUNKIN DONUTS WILMINGTON,1326 W ANAHEIM ST,WILMINGTON,,
778,Ono Hawaiian BBQ,,70,3.5,$$,"Barbeque, Hawaiian",34.1140849,-117.8356634,Sh_tqbypJGEMf1WaymBTQA,,ONO HAWAIIAN BBQ,1377 E GLADSTONE ST # 106,GLENDORA,,
779,El Jireh Pupuseria y Restaurant,,40,4.5,,Salvadoran,34.05744356,-117.9355713,duX6cJ1D7QjUsgZ5QnJvkw,,EL JIREH PUPUSERIA Y RESTAURANT,522 E VINE AVE # A,WEST COVINA,,
780,AL Basch Chicken,,309,4.5,$$,"Mediterranean, Middle Eastern",34.09850002,-118.3493066,BvQqye2Qs18Ig1Qr95f-fA,,AL BASCH CHICKEN,7311 W SUNSET BLVD,LOS ANGELES,,
781,,,,,,,,,,,FAST STOP,400 S BALDWIN AVE,ARCADIA,,
782,The Tamale Man,,661,4,$,"Mexican, Latin American",33.83107,-118.30845,yW-Zyx1KntqQHatCBQ12sw,,THE TAMALE MAN,1654 W CARSON ST,TORRANCE,,
783,Penzey's Spices,,189,4.5,$$,Herbs & Spices,33.8367298,-118.355024,Fs0q2zCh52_OIhf_QU3GJw,,PENZEYS SPICES,21217 HAWTHORNE BLVD,TORRANCE,,
784,Pizza Factory,,34,3.5,$$,"Pizza, Italian, Chicken Wings",34.4902271,-118.161433,R1p5EyrqJacyRvGaYaExMw,,PIZZA FACTORY,33312 SANTIAGO RD,ACTON,,
785,Arby's,,68,3,$,"Sandwiches, Fast Food",34.16450439,-118.3741751,BRt5smUkyeCtS0blZbx7dw,,ARBY'S,5166 LANKERSHIM BLVD,NORTH HOLLYWOOD,,
786,Plaza Pantry Cafe,,17,4.5,$$,"Breakfast & Brunch, Juice Bars & Smoothies, Cafes",34.05191329,-118.4721107,2a164ASGbxi9wXXs1cyj3A,,PLAZA PANTRY,11980 SAN VICENTE BLVD,LOS ANGELES,,
787,Vivian's Mexican Restaurant,,6,3,$$,Mexican,33.88188758,-118.2753187,8Y777dJ99wOSmPoHdfesWg,,LA MINERVA MEXICAN RESTAURANT,16502 S MAIN ST STE 1,GARDENA,,
788,Pepe's Mexican Food,,302,3.5,$,Mexican,33.83113,-118.07866,q-Zx0lAs_DLk6siKwqilgQ,,PEPE'S FINEST MEXICAN FOOD,11900 CARSON ST,HAWAIIAN GARDENS,,
789,Raffi's Market and Grocery,,114,4,$$,Grocery,34.181729,-118.303764,9u17iaseSdvdY07uK3zAng,,RAFFIS MARKET AND GROCERY - DELI,324 S GLENOAKS BLVD,BURBANK,,
790,Emilianos Restaurant,,73,4,$$,"Mexican, American (New)",34.05506,-117.73945,tREpabQRpGW16gJApWu0xw,,EMILANOS RESTARUANT,896 MISSION BLVD,POMONA,,
791,Chios Peruvian Grill,,203,3.5,$$,Peruvian,34.1719423,-118.567538,tRbqW2wH5gdGuO1hs1swXg,,CHIO'S PERUVIAN GRILL,19960 VENTURA BLVD,WOODLAND HILLS,,
792,,,,,,,,,,,MVS NATURAL PRODUCTS,3100 E IMPERIAL HWY # F9,LYNWOOD,,
793,The Seafood Bar,,22,3,$$,"Seafood, Cajun/Creole",33.87141,-118.35469,gBaH2q7lFsoNUba2w1h9JA,,THE SEAFOOD BAR,1815 HAWTHORNE BLVD # 351,REDONDO BEACH,,
794,Bengees Ice Cream,,13,4,$$,"Ice Cream & Frozen Yogurt, Desserts",34.07704,-118.26469,L3XWmx_e3qI3-KmeszP2KA,,BENGEES ICE CREAM,2134 W SUNSET BLVD # D,LOS ANGELES,,
795,Mr Furley's Bar,,520,4,$,"Pubs, Cocktail Bars, Sandwiches",34.15186,-118.45251,N7ufkkIZmZgBQiTTIHp-Xw,,MR. FURLEY'S,14649 VENTURA BLVD,SHERMAN OAKS,,
796,,,,,,,,,,,DECAMERON RESTAURANT,7355 LANKERSHIM BLVD # A20,NORTH HOLLYWOOD,,
797,,,,,,,,,,,WINCHELL'S DONUT HOUSE,908 N SUNSET AVE,LA PUENTE,,
798,Sally's Lechon and BBQ,,17,3,,"Shanghainese, Filipino",34.2285104,-118.434316,nbKEFhN4hwvJV7IIvKL3Qw,,SALLY'S FIESTA LECHON AND BBQ,8700 WOODMAN AVE # 8,ARLETA,,
799,One One Dumplings,,173,4.5,$,"Chinese, Noodles",34.10208,-118.10987,zYLMGP1d95ALFMAh31_jIg,,ONE ONE DUMPLINGS,704 W LAS TUNAS DR # 4,SAN GABRIEL,,
800,,,,,,,,,,,"WESTERN REFINING RETAIL, LLC STORE #6141/ #68176",19301 PARTHENIA ST,NORTHRIDGE,,
801,,,,,,,,,,,KAISERS',7473 MELROSE AVE,LOS ANGELES,,
802,Advance Food Market,,20,3,$,Grocery,34.03273773,-118.3620224,UoS83dXOuH2qn7acjfqLMQ,,ADVANCE FOOD MARKET -  BAKERY,5469 W ADAMS BLVD,LOS ANGELES,,
803,Santa Monica Moose Lodge 702,,7,4.5,,Social Clubs,34.0113812,-118.4684442,l2qZMkvOsXNciu06ryx0mA,,LOYAL ORDER OF THE MOOSE#702,1600 OCEAN PARK BLVD,SANTA MONICA,,
804,Jersey Mike's Subs,,43,3.5,,"Fast Food, Delis, Sandwiches",34.15516334,-118.4668291,smjChfo-hchwIsJjxpPJAA,,JERSEY MIKE'S SUBS,15301 VENTURA BLVD # P-13,SHERMAN OAKS,,
805,,,,,,,,,,,ONE EYE JACK,3977 BEVERLY BLVD,LOS ANGELES,,
806,Carl's Jr,,70,3.5,$,"Fast Food, Burgers",34.795749,-118.850502,ntt9zaAziqqVttK-yj7pOw,,CARLS JR #660,49669 GORMAN POST RD,GORMAN,,
807,1 Star Donut,,12,4,$,"Donuts, Sandwiches",34.192725,-118.531958,UTNWwfnXPewfuY61YU2pkQ,,STAR DONUT,18300 VANOWEN ST STE 4,RESEDA,,
808,Tacos Mexico,,77,2.5,$,Mexican,34.2010477,-118.410501,NQHuwePciEA81cwy_lZ-bg,,TACO MEXICO,12730 SHERMAN WAY,NORTH HOLLYWOOD,,
809,The Oaks Club at Valencia,,61,4,,"Golf, Venues & Event Spaces",34.402728,-118.583019,x1ceztN01yTnzSoTnXzO4w,,THE OAKS CLUB AT VALENCIA- RESTAURANT,26550 HERITAGE VIEW LN,STEVENSON RANCH,,
810,Mi Linda Dulceria,,6,4.5,$,"Candy Stores, Party Supplies",33.94012426,-117.9774299,FW2kU30V-b-JNS0Wg85YZQ,,MI LINDA DULCERIA,16539 WHITTIER BLVD,WHITTIER,,
811,Break Room Juice Bar & Cafe,,73,4,$$,"Juice Bars & Smoothies, Sandwiches, Salad",34.1653,-118.62665,2ER2dfQnjHP7ClgPSRe8cA,,BREAK ROOM JUICE BAR & CAFE,22941 VENTURA BLVD STE A,WOODLAND HILLS,,
812,Original Tommy's World Famous Hamburgers,,122,3,$,"Burgers, Fast Food",33.995282,-117.920858,BaV1j184LXJzcT-mUWvTOQ,,TOMMY'S ORIGINAL WORLD FAMOUS HAMBURGERS,17573 CASTLETON ST,INDUSTRY,,
813,Enrique's Cantina,,171,4,$$,"Mexican, Bars, Latin American",33.8371119,-118.387753,OPz6_l6a3ugT7LuQJ_6Xrw,,ENRIQUE'S CATALINA,320 S CATALINA AVE,REDONDO BEACH,,
814,McDonald's,,75,1.5,$,"Fast Food, Burgers, Coffee & Tea",34.22806483,-118.4671784,wYGGQ9b4VjUielI2z-EqJw,,MCDONALD'S RESTAURANT,8656 SEPULVEDA BLVD,NORTH HILLS,,
815,Box Thai Street Food,,353,5,$$,"Thai, Asian Fusion",34.18706576,-118.500644,xLugdV9y1CCk1QxibB7qbg,,BOX THAI STREET FOOD,16851 VICTORY UNIT 6,VAN NUYS,,
816,Oh Mama Kitchen,,407,5,$,"Korean, Soup, Chicken Wings",33.896277,-117.9861581,AbikS7JXf26448qZ38iDpQ,,OH MAMA,14822 BEACH BLVD,LA MIRADA,,
817,Chili House 小辣椒,,229,4.5,$$,Szechuan,33.99272,-117.89097,2_YR1IiPc2RFdXMcpnqA5A,,CHILI HOUSE,18888 LABIN CT STE C-111,ROWLAND HEIGHTS,,
818,See's Candies,,17,5,$,"Candy Stores, Chocolatiers & Shops, Gift Shops",34.1534237,-118.6447967,EL03f6L4Nm3ePOZZcUDOVw,,SEE'S CANDY,4719 COMMONS WAY STE F,CALABASAS,,
819,Carl's Jr,,34,2.5,$,"Burgers, Fast Food",34.675286,-118.156023,sy7rM2Lgk6RGvAlnsFB8TA,,CARL'S JR # 128,1511 W AVENUE K,LANCASTER,,
820,Bluestone Lane Studio City Coffee Shop,,149,4.5,$$,"Coffee & Tea, Gluten-Free, Breakfast & Brunch",34.143103,-118.398107,SHC6QgCkPEMrcIF368fZxQ,,BLUESTONE LANE,12186 VENTURA BLVD,STUDIO CITY,,
821,Thai Hut,,22,4.5,$$,"Thai, Soup, Noodles",34.146559,-118.246792,DNVvSCNgL8YF3opDfwOIoQ,,THAI HUT,104 N GLENDALE AVE,GLENDALE,,
822,Uno Tea House - Monrovia,,171,4.5,$,"Juice Bars & Smoothies, Bubble Tea, Shaved Snow",34.1394539,-118.007194,R9Qw0twK0n7UuGxmmHkTZg,,UNO TEA HOUSE MONROVIA,346 W HUNTINGTON DR,MONROVIA,,
823,,,,,,,,,,,SUN STAR,412 N PARK AVE,POMONA,,
824,Stonefire Grill,,475,4,$$,"Salad, Barbeque, American (Traditional)",33.7935569,-118.3306436,vW4PC86YIuiFqJdyKCUnbA,,STONEFIRE GRILL #10,25352 CRENSHAW BLVD,TORRANCE,,
825,China Town Express,,1,5,,Chinese,33.9308157,-118.2111641,LfdxiTv_ktsavz5CB4OKyA,,CHINA TOWN EXPRESS RESTAURANT,11136 LONG BEACH BLVD,LYNWOOD,,
826,,,,,,,,,,,NOSOTROS LOS POBRES,15317 VANOWEN ST # A,VAN NUYS,,
827,Osteria Cal Mare,,291,4,$$$,"Italian, Seafood, Pizza",34.07442797,-118.3767919,85UsfPWwUlRiFf77a9unoQ,,CAL MARE,8500 BEVERLY BLVD # 115,LOS ANGELES,,
828,Casa Barilla,,60,3,$$,"Italian, Pizza, Pasta Shops",34.0258799,-118.2841369,4o77uN_WoRBnJ4nxns2VPg,,CASA BARILLA RESTAURANT,3201 S HOOVER ST,LOS ANGELES,,
829,Masahuat,,23,4,,"Salvadoran, Mexican",33.87452339,-118.1339342,ilSFHpm2zj9pIKesEYDmpA,,MASAHUAT  RESTAURANT,17405 CLARK AVE,BELLFLOWER,,
830,Raspado Xpress,,139,3.5,$,"Desserts, Mexican, Juice Bars & Smoothies",34.219757,-118.368759,tqCU3JIYL6vRz5LuYjmKlQ,,RASPADO XPRESS,8202 SAN FERNANDO RD,SUN VALLEY,,
831,SomiSomi,,374,4,$,"Desserts, Ice Cream & Frozen Yogurt, Korean",34.13516085,-118.0515855,bSjByFyoSECleTKXbAJAxA,,SOMISOMI TAIYAKI & SOFT SERVE,400 S BALDWIN AVE STE 9020,ARCADIA,,
832,Hayato,,82,5,$$$$,Japanese,34.03378367,-118.241942,Kdfu2ZNUp7jKta9j2cZ2NA,,HAYATO,1320 E 7TH ST # 126,LOS ANGELES,,
833,Golden Swirl,,2,3.5,$$,"Ice Cream & Frozen Yogurt, Bubble Tea",34.67422867,-118.1669998,nER5TNDadRHRm6uTf2MBiQ,,CALI SWIRL,43543 20TH ST W,LANCASTER,,
834,White Cup Donuts,,38,4.5,$,"Donuts, Breakfast & Brunch, Bagels",33.89241801,-118.295416,54tljJOuK8iQmi7DdPiW8w,,WHITE CUP DONUT,1149 W REDONDO BEACH BLVD,GARDENA,,
835,Trejo's Cantina - Woodland Hills,,464,3.5,$$,"Mexican, Bars, New Mexican Cuisine",34.17873,-118.59969,hee1__R7mvB-AYb7Rdv3cA,,TREJOS CANTINA,21550 OXNARD ST,WOODLAND HILLS,,
836,Smart & Final Extra,,38,3,$$,Grocery,33.8718461,-118.3256477,lmY2j2YYkh5hTg3aQz_Riw,,SMART & FINAL #817,17500 CRENSHAW BLVD,TORRANCE,,
837,Restaurante Mira MIra,,1,5,,Mexican,34.22798,-118.46564,PGDv1iq0CvpLxLHVbDI41A,,RESTAURANTE MIRAMAR,15304 PARTHENIA ST,NORTH HILLS,,
838,85°C Bakery Cafe,,142,3.5,$,"Coffee & Tea, Bakeries, Bubble Tea",34.0805836,-117.7201305,83-xPJ3PNLetIFpOa4ouDA,,85C BAKERY CAFE,428 AUTO CENTER DR,CLAREMONT,,
839,2nd Healthy Eatery,,496,5,$$,"Delis, Salad, Sandwiches",33.88690295,-118.1342814,m37pGf1rWwXmxvOHabR9Ug,,2ND HEALTHY EATERY,16203 CLARK AVE,BELLFLOWER,,
840,,,,,,,,,,,CHINA TOWN EXPRESS,321 S MCDONELL AVE,LOS ANGELES,,
841,,,,,,,,,,,JASMIN HALAL DINING & GROCERY,4135 SEPULVEDA BLVD,CULVER CITY,,
842,Azabu Sabo,,181,3.5,$$,"Desserts, Ramen",34.07991,-118.10139,D8pTsBW2sggtHdtrLL2oLA,,"AZUBA SABO, INC",137 W VALLEY BLVD,SAN GABRIEL,,
843,,,,,,,,,,,SOUTH ST. GREEN BANANA LEAF,11624 SOUTH ST,ARTESIA,,
844,Wingstop,,133,2.5,$$,Chicken Wings,34.04359,-117.84894,z60ZttlcLtvmBJ2gjrhaqw,,WINGSTOP #1363,1229 N GRAND AVE,WALNUT,,
845,Paper Tiger Bar,,148,4,$$,Bars,34.0761251,-118.30877,XG49PgfCvT3XPfHIJ4NIhQ,,PAPER TIGER,4574 BEVERLY BLVD,LOS ANGELES,,
846,El Rincon De Teuchitlan,,1,5,,New Mexican Cuisine,34.22019235,-118.589678,6In3h-hhM8nkZ2piNfu7OA,,EL RINCONDE TEUCHITLAN,20931 ROSCOE BLVD # 3,CANOGA PARK,,
847,Mr. Baker Bakery and Cafe,,85,4.5,$$,"Bakeries, Coffee & Tea, Patisserie/Cake Shop",34.00043189,-117.8108479,SoG9trQKVNCvMFvP0VzExA,,MR. BAKER BAKERY & CAFE,1200 S DIAMOND BAR BLVD # 102,DIAMOND BAR,,
848,Luna's Cakes,,19,3,,"Custom Cakes, Party & Event Planning",34.03221,-118.36036,46qyCG8VBH0Ne6OUuoWLHw,,LUNA'S CAKES,5372 W ADAMS BLVD,LOS ANGELES,,
849,Lolli And Pops,,266,4.5,$$,"Candy Stores, Chocolatiers & Shops",34.145018,-118.258428,ddqYzlR3wZ9CDIi_vD965Q,,LOLLI AND POPS,1175 GLENDALE GALLERIA WAY # B008,GLENDALE,,
850,Don Tony Restaurant & Catering,,37,4,$,Mexican,34.078848,-117.988895,tJsssxrO4B4ImWqLw5pu-A,,DON TONY'S RESTAURANT,13020 FRANCISQUITO AVE # 17,BALDWIN PARK,,
851,Hak San - Torrance,,114,4,$$,"Korean, Barbeque",33.81971,-118.32105,U-iwc461k1Gee3vsggc-Sw,,HAK SAN,2216 SEPULVEDA BLVD,TORRANCE,,
852,Delfin Seafood Market & Restaurant,,28,5,,"Seafood, Fish & Chips, Seafood Markets",33.9029936,-118.1505651,qLkg8TW9V4DUZBT40jPviA,,DELFIN SEAFOOD MARKET & RESTAURANT,8526 ROSECRANS AVE,PARAMOUNT,,
853,Raspados Don Manuel la Michoacana,,83,4,$,"Ice Cream & Frozen Yogurt, Shaved Ice",34.03148981,-118.1279328,FhqSF32YorPhlBsSsnflNg,,LA RANITA MICHOACANA,2809 VIA CAMPO ST UNIT D,MONTEBELLO,,
854,Chevron,,50,2,,Gas Stations,34.16447752,-118.3452804,aR8RaLsaa82UB1E587ZCyg,,AVIMAX CHEVRON,800 N HOLLYWOOD WAY,BURBANK,,
855,Papa John's Pizza,,27,3,$,Pizza,34.2158799,-118.2260272,H9x5e1eLEX3OzXLx0AspBQ,,PAPA JOHN'S PIZZA,2222 FOOTHILL BLVD,LA CANADA FLINTRIDGE,,
856,,,,,,,,,,,ACE SUSHI @ ALBERTSON # 699,28090 S WESTERN ST,SAN PEDRO,,
857,Starbucks,,23,4,$$,Coffee & Tea,34.024588,-118.284299,TgPdKdQVmRkajyi_F1x8NQ,,STARBUCKS COFFEE #25043,3201 S HOOVER ST,LOS ANGELES,,
858,,,,,,,,,,,CHECKER'S LOUNGE,535 S GRAND AVE,LOS ANGELES,,
859,Cinnabon,,15,3.5,$,Bakeries,34.191017,-118.604292,6TztEIaoxLNTlDJ-iDrMdg,,CINNABON KIOSK,6600 TOPANGA CANYON BLVD # 9036,CANOGA PARK,,
860,Burger King,,62,1.5,$,"Burgers, Fast Food",34.2982496,-118.43804,B0Up7SIHXbEarqNfiLolcg,,BURGER KING # 4208,2008 GLENOAKS BLVD,SAN FERNANDO,,
861,Boba Cha Cha,,330,4.5,$,"Coffee & Tea, Juice Bars & Smoothies",34.1865451,-118.41412,poTdvCAz2ntfj3D1dw59Aw,,BOBA CHA CHA,12906 VICTORY BLVD,NORTH HOLLYWOOD,,
862,Polar Puff Homemade Ice Cream,,194,4.5,$,"Desserts, Ice Cream & Frozen Yogurt",34.0448252,-117.8490886,lc2QOyhnB5YjsCvnkBtXwA,,POLAR PUFF HOMEMADE ICE CREAM,1261 N GRAND AVE,WALNUT,,
863,Ninong's Pastries & Cafe,,345,3,$$,"Filipino, Bakeries, Coffee & Tea",34.234445,-118.558782,mVQlICliEOr_cCfBBf7tTA,,NINONG'S PASTRIES & CAFE,19524 NORDHOFF ST,NORTHRIDGE,,
864,Crab Hub,,115,4,$$,"Cajun/Creole, Seafood, Chicken Wings",34.28433732,-118.4396718,RLhdcI3hEz4gz01PAhwcuQ,,CRAB HUB,110 N MACLAY AVE,SAN FERNANDO,,
